ID,SVET,LVET,LAT,LAT2,LON,LON2,HEIGHT,HEIGHT WRT DEM,SIGMA HEIGHT,COHER
61440,440,2266,45.525173,45.524488,11.150236,11.144778,483.5,483.5,1.7690989,0.88
61441,460,2266,45.525366,45.524681,11.151679,11.146221,466.7,466.7,1.7466759,0.97
61442,490,2266,45.525575,45.52489,11.153247,11.147789,411.9,411.9,1.9468576,0.88
61443,492,2266,45.525593,45.524908,11.153381,11.147923,409.8,409.8,1.8679383,0.88
61444,542,2266,45.526025,45.52534,11.156622,11.151164,349.6,349.6,1.7424634,0.96
61445,571,2266,45.52636,45.525675,11.159133,11.153675,346.1,346.1,1.8418245,0.97
61446,575,2266,45.526406,45.525721,11.159483,11.154025,345.8,345.8,1.8397691,0.97
61447,597,2266,45.526668,45.525983,11.161451,11.155993,346.2,346.2,1.7334429,0.97
61448,625,2266,45.526979,45.526294,11.163792,11.158334,338.8,338.8,1.7779093,0.98
61449,632,2266,45.527072,45.526387,11.164493,11.159035,342.7,342.7,1.7863606,0.98
61450,659,2266,45.527397,45.526712,11.166935,11.161477,344.7,344.7,1.6754753,0.98
61451,688,2266,45.527738,45.527053,11.169497,11.164039,343.9,343.9,1.7570631,0.98
61452,692,2266,45.527786,45.527101,11.169864,11.164406,344.5,344.5,1.7729361,0.98
61453,722,2266,45.528206,45.527521,11.173025,11.167567,369.1,369.1,1.7586059,0.95
61454,828,2266,45.529816,45.529131,11.185167,11.179709,505.5,505.5,1.9128362,0.92
61455,870,2266,45.530407,45.529722,11.18962,11.184162,542.1,542.1,1.8635504,0.87
61456,877,2266,45.530454,45.529769,11.189973,11.184515,528.8,528.8,1.857649,0.85
61457,920,2266,45.530719,45.530034,11.19196,11.186502,437.8,437.8,2.0658717,0.88
61458,977,2266,45.531615,45.53093,11.198726,11.193268,523.9,523.9,1.928881,0.89
61459,1029,2266,45.532057,45.531372,11.202045,11.196587,459.9,459.9,2.1011842,0.82
61460,1085,2266,45.533197,45.532512,11.210671,11.205213,644.5,644.5,2.07586,0.84
61461,1142,2266,45.533739,45.533054,11.214753,11.209295,596.9,596.9,2.0188501,0.84
61462,1150,2266,45.533824,45.533139,11.2154,11.209942,594,594,1.9907386,0.82
61463,1179,2266,45.534053,45.533368,11.217116,11.211658,551.7,551.7,2.0310041,0.83
61464,236,2267,45.52257,45.521885,11.130457,11.124999,406.7,406.7,2.0200378,0.88
61465,279,2267,45.523131,45.522446,11.134674,11.129216,425,425,1.8626927,0.89
61466,362,2267,45.524402,45.523717,11.144227,11.138769,530.8,530.8,1.9823475,0.93
61467,488,2267,45.525588,45.524903,11.153122,11.147664,414.9,414.9,2.0060634,0.87
61468,505,2267,45.525684,45.524999,11.153837,11.148379,375.4,375.4,1.7619414,0.96
61469,544,2267,45.526077,45.525392,11.156789,11.151331,349.4,349.4,1.7447523,0.96
61470,555,2267,45.526202,45.525517,11.157729,11.152271,347.5,347.5,1.7846824,0.97
61471,685,2267,45.52773,45.527045,11.169218,11.16376,343.7,343.7,1.7589638,0.98
61472,694,2267,45.52784,45.527155,11.170045,11.164587,345.1,345.1,1.7736481,0.98
61473,778,2267,45.529039,45.528354,11.179084,11.173626,423.7,423.7,1.8079082,0.94
61474,784,2267,45.529101,45.528416,11.179551,11.174093,420.5,420.5,1.7970297,0.93
61475,808,2267,45.529396,45.528711,11.181773,11.176315,425.1,425.1,1.8240117,0.94
61476,837,2267,45.530009,45.529324,11.1864,11.180942,527.7,527.7,2.0124088,0.91
61477,881,2267,45.530507,45.529822,11.190152,11.184694,520.4,520.4,1.8974407,0.84
61478,990,2267,45.53182,45.531135,11.200047,11.194589,532.9,532.9,1.8999708,0.88
61479,999,2267,45.531915,45.53123,11.200768,11.19531,529.1,529.1,1.8750448,0.87
61480,1037,2267,45.532597,45.531912,11.205918,11.20046,619,619,2.4245259,0.84
61481,1063,2267,45.533015,45.53233,11.209076,11.203618,662.3,662.3,2.023916,0.85
61482,1069,2267,45.533086,45.532401,11.209613,11.204155,662.6,662.6,2.0247294,0.84
61483,1181,2267,45.5341,45.533415,11.217257,11.211799,550.3,550.3,2.033851,0.82
61484,182,2268,45.521631,45.520946,11.123176,11.117718,286.5,286.5,2.0917824,0.85
61485,216,2268,45.52226,45.521575,11.127906,11.122448,369.5,369.5,1.9339523,0.88
61486,231,2268,45.522486,45.521801,11.129608,11.12415,387.2,387.2,1.882773,0.89
61487,239,2268,45.522663,45.521978,11.13094,11.125482,417.6,417.6,2.0486877,0.9
61488,257,2268,45.52295,45.522265,11.133092,11.127634,444.3,444.3,1.9513894,0.88
61489,290,2268,45.523303,45.522618,11.135744,11.130286,429.7,429.7,1.8196969,0.9
61490,316,2268,45.523569,45.522884,11.137736,11.132278,413.3,413.3,2.1246756,0.86
61491,336,2268,45.523949,45.523264,11.140595,11.135137,466.3,466.3,1.8851381,0.92
61492,360,2268,45.5244,45.523715,11.143991,11.138533,528.3,528.3,1.9969523,0.94
61493,394,2268,45.524866,45.524181,11.147497,11.142039,551.7,551.7,1.7208623,0.96
61494,412,2268,45.525011,45.524326,11.14858,11.143122,525.9,525.9,1.7790784,0.93
61495,455,2268,45.525375,45.52469,11.151305,11.145847,471,471,1.7670324,0.96
61496,539,2268,45.526049,45.525364,11.156356,11.150898,350.5,350.5,1.7256486,0.96
61497,543,2268,45.526094,45.525409,11.156698,11.15124,349.7,349.7,1.7373285,0.96
61498,546,2268,45.526128,45.525443,11.156954,11.151496,349.2,349.2,1.7537172,0.96
61499,556,2268,45.526242,45.525557,11.157809,11.152351,347.4,347.4,1.7783667,0.97
61500,615,2268,45.526917,45.526232,11.162883,11.157425,338.6,338.6,1.7330659,0.98
61501,621,2268,45.526988,45.526303,11.163413,11.157955,338.4,338.4,1.7757081,0.98
61502,650,2268,45.527349,45.526664,11.166136,11.160678,345.5,345.5,1.6702236,0.99
61503,710,2268,45.528086,45.527401,11.171679,11.166221,356,356,1.7942068,0.97
61504,822,2268,45.52973,45.529045,11.184071,11.178613,478.2,478.2,1.9374956,0.92
61505,836,2268,45.530012,45.529327,11.186199,11.180741,522.4,522.4,1.9821592,0.91
61506,1057,2268,45.532962,45.532277,11.208458,11.203,658.2,658.2,1.9444177,0.83
61507,1107,2268,45.533465,45.53278,11.212247,11.206789,626.9,626.9,2.0930275,0.81
61508,1113,2268,45.533526,45.532841,11.212712,11.207254,623.7,623.7,2.17274,0.81
61509,1139,2268,45.533775,45.53309,11.214583,11.209125,602.4,602.4,2.0639413,0.83
61510,1163,2268,45.533989,45.533304,11.216198,11.21074,577.2,577.2,2.021205,0.79
61511,1165,2268,45.534006,45.533321,11.216326,11.210868,574.8,574.8,2.047125,0.79
61512,1186,2268,45.534176,45.533491,11.217604,11.212146,545.9,545.9,1.9927947,0.82
61513,191,2269,45.521336,45.520651,11.120724,11.115266,126.7,126.7,2.0560115,0.86
61514,200,2269,45.521431,45.520746,11.12144,11.115982,122.2,122.2,1.7187187,0.88
61515,233,2269,45.522552,45.521867,11.129879,11.124421,392.1,392.1,1.9055534,0.89
61516,278,2269,45.523181,45.522496,11.134601,11.129143,426.6,426.6,1.8247613,0.89
61517,331,2269,45.523911,45.523226,11.140089,11.134631,463.8,463.8,1.8834754,0.91
61518,409,2269,45.525028,45.524343,11.148491,11.143033,535.1,535.1,1.747918,0.92
61519,448,2269,45.525328,45.524643,11.150735,11.145277,474,474,1.8764578,0.94
61520,482,2269,45.52562,45.524935,11.152926,11.147468,432.5,432.5,2.0015081,0.89
61521,571,2269,45.526446,45.525761,11.159119,11.153661,346.5,346.5,1.8370281,0.98
61522,584,2269,45.526597,45.525912,11.160258,11.1548,345.6,345.6,1.8579795,0.97
61523,613,2269,45.526924,45.526239,11.162718,11.15726,339.6,339.6,1.7202983,0.98
61524,625,2269,45.527064,45.526379,11.163766,11.158308,338.7,338.7,1.7741652,0.98
61525,655,2269,45.527436,45.526751,11.166567,11.161109,345.2,345.2,1.6738146,0.98
61526,684,2269,45.527776,45.527091,11.16912,11.163662,344,344,1.7769406,0.98
61527,693,2269,45.527884,45.527199,11.169936,11.164478,344.8,344.8,1.7793053,0.98
61528,695,2269,45.527909,45.527224,11.170124,11.164666,345.4,345.4,1.7656295,0.98
61529,706,2269,45.528058,45.527373,11.171247,11.165789,352.6,352.6,1.7650434,0.98
61530,716,2269,45.528193,45.527508,11.172264,11.166806,359,359,1.7314869,0.97
61531,778,2269,45.529087,45.528402,11.178997,11.173539,420.2,420.2,1.8436392,0.94
61532,863,2269,45.530449,45.529764,11.189276,11.183818,557,557,1.8972007,0.89
61533,872,2269,45.530505,45.52982,11.189692,11.184234,538,538,1.908154,0.86
61534,950,2269,45.531154,45.530469,11.194572,11.189114,436.8,436.8,1.8887252,0.86
61535,967,2269,45.531499,45.530814,11.197181,11.191723,492,492,2.4907746,0.86
61536,1068,2269,45.533135,45.53245,11.209542,11.204084,664.3,664.3,2.013906,0.85
61537,1123,2269,45.53365,45.532965,11.213419,11.207961,615.2,615.2,2.1420441,0.79
61538,1198,2269,45.5343,45.533615,11.218319,11.212861,529.1,529.1,1.8815372,0.81
61539,246,2270,45.522859,45.522174,11.131966,11.126508,438.1,438.1,1.9630728,0.89
61540,260,2270,45.523035,45.52235,11.13329,11.127832,441.7,441.7,1.9367222,0.88
61541,271,2270,45.523125,45.52244,11.133962,11.128504,426.3,426.3,1.8254395,0.89
61542,274,2270,45.523159,45.522474,11.134221,11.128763,425.9,425.9,1.801821,0.89
61543,285,2270,45.523313,45.522628,11.135379,11.129921,434.5,434.5,1.848177,0.9
61544,370,2270,45.524644,45.523959,11.145388,11.13993,554,554,1.8980659,0.94
61545,435,2270,45.525256,45.524571,11.149972,11.144514,494.1,494.1,1.8316645,0.94
61546,473,2270,45.525588,45.524903,11.152463,11.147005,449.7,449.7,1.8212459,0.92
61547,548,2270,45.526208,45.525523,11.157111,11.151653,348.9,348.9,1.7611311,0.96
61548,561,2270,45.526359,45.525674,11.158243,11.152785,347.6,347.6,1.799824,0.97
61549,575,2270,45.526521,45.525836,11.159464,11.154006,346.4,346.4,1.8219292,0.98
61550,627,2270,45.527117,45.526432,11.163941,11.158483,338.9,338.9,1.7750561,0.98
61551,634,2270,45.527213,45.526528,11.164668,11.15921,344.1,344.1,1.7882929,0.98
61552,697,2270,45.527963,45.527278,11.170308,11.16485,346,346,1.7573031,0.98
61553,725,2270,45.52834,45.527655,11.17315,11.167692,363.7,363.7,1.6996231,0.95
61554,761,2270,45.528842,45.528157,11.176935,11.171477,393,393,1.9414245,0.95
61555,820,2270,45.52971,45.529025,11.183472,11.178014,457.9,457.9,2.0190134,0.91
61556,886,2270,45.530624,45.529939,11.190368,11.18491,510.2,510.2,1.9220659,0.85
61557,898,2270,45.530711,45.530026,11.191018,11.18556,489.6,489.6,1.9080221,0.84
61558,930,2270,45.530905,45.53022,11.192474,11.187016,420.7,420.7,1.8898667,0.86
61559,938,2270,45.531002,45.530317,11.193201,11.187743,421.7,421.7,2.1056386,0.89
61560,1067,2270,45.533154,45.532469,11.20946,11.204002,665,665,2.0227128,0.86
61561,1102,2270,45.533474,45.532789,11.211877,11.206419,631.2,631.2,2.0412125,0.81
61562,1121,2270,45.533663,45.532978,11.213302,11.207844,618.6,618.6,2.1241353,0.81
61563,1135,2270,45.533801,45.533116,11.214343,11.208885,608.8,608.8,2.1731324,0.84
61564,1162,2270,45.534039,45.533354,11.216132,11.210674,579.1,579.1,2.0180532,0.79
61565,1181,2270,45.534184,45.533499,11.217226,11.211768,549.9,549.9,2.0151741,0.82
61566,213,2271,45.522311,45.521626,11.127627,11.122169,370.2,370.2,2.0246491,0.88
61567,296,2271,45.523427,45.522742,11.136012,11.130554,417.6,417.6,1.8490886,0.92
61568,330,2271,45.523952,45.523267,11.139959,11.134501,462.5,462.5,1.8839159,0.91
61569,448,2271,45.52539,45.524705,11.150756,11.145298,475.9,475.9,1.9023066,0.94
61570,457,2271,45.52549,45.524805,11.151512,11.146054,473.6,473.6,1.7691196,0.97
61571,468,2271,45.525593,45.524908,11.152282,11.146824,463.2,463.2,1.8456619,0.91
61572,510,2271,45.525859,45.525174,11.154274,11.148816,376.4,376.4,1.7880328,0.97
61573,545,2271,45.526203,45.525518,11.156854,11.151396,349.8,349.8,1.7414868,0.96
61574,565,2271,45.526434,45.525749,11.158588,11.15313,347.5,347.5,1.8220103,0.97
61575,648,2271,45.527412,45.526727,11.165941,11.160483,345.9,345.9,1.6775284,0.99
61576,772,2271,45.529036,45.528351,11.178176,11.172718,406.5,406.5,1.9139825,0.95
61577,811,2271,45.529543,45.528858,11.181993,11.176535,424.3,424.3,1.9214224,0.94
61578,835,2271,45.530065,45.52938,11.185938,11.18048,515,515,1.9952406,0.92
61579,881,2271,45.530617,45.529932,11.190091,11.184633,518.9,518.9,1.9783015,0.84
61580,895,2271,45.530725,45.53004,11.190909,11.185451,497.8,497.8,1.8712485,0.84
61581,988,2271,45.531918,45.531233,11.199903,11.194445,536.1,536.1,1.9300524,0.88
61582,990,2271,45.531943,45.531258,11.200091,11.194633,536.7,536.7,1.9365913,0.87
61583,1000,2271,45.532049,45.531364,11.200894,11.195436,532.6,532.6,1.8656769,0.88
61584,1036,2271,45.532705,45.53202,11.205852,11.200394,621.7,621.7,2.396013,0.85
61585,1141,2271,45.533891,45.533206,11.214797,11.209339,605.5,605.5,2.0727701,0.82
61586,186,2272,45.521772,45.521087,11.123355,11.117897,279.2,279.2,1.9491583,0.86
61587,221,2272,45.522452,45.521767,11.128466,11.123008,376.6,376.6,1.8536621,0.89
61588,232,2272,45.522614,45.521929,11.129684,11.124226,388.1,388.1,1.895313,0.88
61589,249,2272,45.522976,45.522291,11.132408,11.12695,447.4,447.4,1.8596735,0.89
61590,328,2272,45.523937,45.523252,11.139622,11.134164,455.1,455.1,1.9443057,0.91
61591,343,2272,45.524197,45.523512,11.14158,11.136122,485.6,485.6,1.8961401,0.92
61592,403,2272,45.52507,45.524385,11.148147,11.142689,545.7,545.7,1.659823,0.94
61593,492,2272,45.525763,45.525078,11.153333,11.147875,409.7,409.7,1.9860188,0.84
61594,518,2272,45.525959,45.525274,11.154799,11.149341,367.5,367.5,1.7718896,0.97
61595,536,2272,45.526132,45.525447,11.156101,11.150643,352.6,352.6,1.7505164,0.97
61596,546,2272,45.526243,45.525558,11.156932,11.151474,349.6,349.6,1.7473309,0.96
61597,548,2272,45.526265,45.52558,11.157099,11.151641,349.1,349.1,1.7563735,0.96
61598,555,2272,45.526345,45.52566,11.157698,11.15224,347.9,347.9,1.758062,0.97
61599,570,2272,45.526522,45.525837,11.159027,11.153569,347.6,347.6,1.8109522,0.98
61600,614,2272,45.527021,45.526336,11.162781,11.157323,339.5,339.5,1.7467897,0.98
61601,625,2272,45.527149,45.526464,11.16374,11.158282,338.5,338.5,1.7709245,0.99
61602,687,2272,45.527897,45.527212,11.169372,11.163914,344.4,344.4,1.7874203,0.98
61603,711,2272,45.528199,45.527514,11.171645,11.166187,351.4,351.4,1.7884603,0.98
61604,716,2272,45.528267,45.527582,11.17216,11.166702,355,355,1.7332978,0.98
61605,730,2272,45.52845,45.527765,11.173532,11.168074,361.3,361.3,1.7154896,0.95
61606,824,2272,45.529893,45.529208,11.184416,11.178958,488.1,488.1,1.984109,0.91
61607,857,2272,45.530493,45.529808,11.188943,11.183485,568.1,568.1,1.7940962,0.87
61608,866,2272,45.530555,45.52987,11.189411,11.183953,551.7,551.7,1.8827041,0.85
61609,930,2272,45.53096,45.530275,11.192444,11.186986,420,420,1.9339355,0.87
61610,977,2272,45.531807,45.531122,11.198842,11.193384,532.1,532.1,1.8883357,0.89
61611,1073,2272,45.533273,45.532588,11.209918,11.20446,662.2,662.2,2.0562187,0.86
61612,1134,2272,45.533856,45.533171,11.214309,11.208851,612.4,612.4,2.1916312,0.84
61613,1139,2272,45.533905,45.53322,11.21468,11.209222,608.9,608.9,2.1252097,0.83
61614,1143,2272,45.533939,45.533254,11.214938,11.20948,604.1,604.1,2.019525,0.81
61615,1148,2272,45.533983,45.533298,11.215268,11.20981,598.5,598.5,1.9579344,0.81
61616,1180,2272,45.534231,45.533546,11.217134,11.211676,550.5,550.5,1.9877818,0.82
61617,205,2273,45.522246,45.521561,11.126702,11.121244,360.6,360.6,2.0405977,0.84
61618,219,2273,45.52246,45.521775,11.128304,11.122846,377.8,377.8,1.8996232,0.89
61619,233,2273,45.522662,45.521977,11.129821,11.124363,390.9,390.9,1.9218913,0.88
61620,264,2273,45.523158,45.522473,11.133551,11.128093,438.1,438.1,1.8773674,0.89
61621,268,2273,45.523193,45.522508,11.133813,11.128355,433.4,433.4,1.8753142,0.89
61622,277,2273,45.52329,45.522605,11.134541,11.129083,429.6,429.6,1.8488721,0.89
61623,317,2273,45.523736,45.523051,11.137888,11.13243,418.4,418.4,1.9750797,0.91
61624,320,2273,45.523777,45.523092,11.1382,11.132742,420.5,420.5,1.9953499,0.91
61625,334,2273,45.52407,45.523385,11.140404,11.134946,467.6,467.6,1.8949799,0.92
61626,342,2273,45.524213,45.523528,11.141482,11.136024,485.6,485.6,1.8941127,0.92
61627,370,2273,45.524739,45.524054,11.145441,11.139983,557.8,557.8,1.8841712,0.94
61628,374,2273,45.524806,45.524121,11.145945,11.140487,565.1,565.1,1.7921439,0.95
61629,423,2273,45.52524,45.524555,11.149197,11.143739,509.8,509.8,1.7181304,0.96
61630,426,2273,45.525264,45.524579,11.149374,11.143916,505.3,505.3,1.728933,0.97
61631,522,2273,45.526026,45.525341,11.155086,11.149628,364.5,364.5,1.695696,0.97
61632,529,2273,45.526096,45.525411,11.155607,11.150149,359.4,359.4,1.7095186,0.97
61633,543,2273,45.526238,45.525553,11.156673,11.151215,350.4,350.4,1.7426592,0.96
61634,578,2273,45.526641,45.525956,11.159706,11.154248,346.3,346.3,1.7967677,0.98
61635,656,2273,45.527562,45.526877,11.166627,11.161169,345.4,345.4,1.6818147,0.98
61636,665,2273,45.527672,45.526987,11.167458,11.162,346.9,346.9,1.7029714,0.98
61637,784,2273,45.529242,45.528557,11.179284,11.173826,409.5,409.5,1.8044556,0.93
61638,791,2273,45.529299,45.528614,11.179713,11.174255,399.9,399.9,1.8386716,0.91
61639,831,2273,45.530055,45.52937,11.185419,11.179961,507.6,507.6,1.9743516,0.92
61640,841,2273,45.530243,45.529558,11.18684,11.181382,534.3,534.3,2.0141328,0.9
61641,899,2273,45.530805,45.53012,11.191065,11.185607,488.7,488.7,1.9107311,0.84
61642,907,2273,45.530834,45.530149,11.191281,11.185823,464.1,464.1,1.8276679,0.86
61643,964,2273,45.531585,45.5309,11.196947,11.191489,495.1,495.1,2.4250427,0.85
61644,986,2273,45.531953,45.531268,11.199724,11.194266,536.7,536.7,1.9298229,0.88
61645,999,2273,45.532101,45.531416,11.200842,11.195384,535.2,535.2,1.8610987,0.88
61646,1002,2273,45.532135,45.53145,11.201097,11.195639,534.7,534.7,1.9293791,0.87
61647,1052,2273,45.533039,45.532354,11.207931,11.202473,655.9,655.9,1.8683426,0.85
61648,1086,2273,45.533423,45.532738,11.210826,11.205368,650.5,650.5,2.0195775,0.83
61649,1107,2273,45.53362,45.532935,11.212308,11.20685,631.9,631.9,2.0303261,0.83
61650,1118,2273,45.533736,45.533051,11.213188,11.20773,627.3,627.3,2.0963105,0.83
61651,1173,2273,45.534199,45.533514,11.21667,11.211212,558.5,558.5,1.9032854,0.79
61652,220,2274,45.522503,45.521818,11.128411,11.122953,379,379,1.8956685,0.89
61653,236,2274,45.522748,45.522063,11.130253,11.124795,399.3,399.3,1.9990661,0.89
61654,252,2274,45.523074,45.522389,11.132704,11.127246,449.6,449.6,1.8281925,0.88
61655,270,2274,45.523239,45.522554,11.133941,11.128483,431.2,431.2,1.8845914,0.89
61656,283,2274,45.523402,45.522717,11.135165,11.129707,434.3,434.3,1.8667792,0.92
61657,336,2274,45.524128,45.523443,11.140614,11.135156,469.6,469.6,1.8838606,0.92
61658,353,2274,45.524436,45.523751,11.142938,11.13748,509.4,509.4,1.8785993,0.95
61659,422,2274,45.525261,45.524576,11.149134,11.143676,511.5,511.5,1.7261505,0.96
61660,457,2274,45.525585,45.5249,11.151562,11.146104,477.2,477.2,1.7945045,0.96
61661,506,2274,45.525911,45.525226,11.154,11.148542,381.7,381.7,1.8395004,0.96
61662,508,2274,45.525933,45.525248,11.154163,11.148705,381,381,1.7965469,0.97
61663,561,2274,45.526472,45.525787,11.158211,11.152753,347.6,347.6,1.7945244,0.97
61664,583,2274,45.526728,45.526043,11.16014,11.154682,346.1,346.1,1.8137991,0.97
61665,592,2274,45.526838,45.526153,11.160965,11.155507,347.3,347.3,1.7957964,0.97
61666,616,2274,45.527099,45.526414,11.16293,11.157472,338.8,338.8,1.7704483,0.98
61667,618,2274,45.527122,45.526437,11.163099,11.157641,338.4,338.4,1.7755867,0.98
61668,636,2274,45.527352,45.526667,11.164831,11.159373,344.9,344.9,1.7675917,0.99
61669,658,2274,45.527614,45.526929,11.166797,11.161339,345.4,345.4,1.7021359,0.98
61670,666,2274,45.527714,45.527029,11.167551,11.162093,347.5,347.5,1.7165513,0.98
61671,688,2274,45.527966,45.527281,11.169448,11.16399,344.6,344.6,1.7880712,0.98
61672,700,2274,45.528112,45.527427,11.170551,11.165093,346.4,346.4,1.7569543,0.98
61673,750,2274,45.528781,45.528096,11.175584,11.170126,375.8,375.8,1.8349171,0.95
61674,822,2274,45.529864,45.529179,11.183754,11.178296,464.6,464.6,1.8860129,0.91
61675,875,2274,45.530659,45.529974,11.189752,11.184294,529.6,529.6,1.9433225,0.86
61676,885,2274,45.530729,45.530044,11.190274,11.184816,511.5,511.5,1.9899548,0.85
61677,902,2274,45.530837,45.530152,11.19108,11.185622,476.6,476.6,1.9180193,0.85
61678,911,2274,45.530879,45.530194,11.191398,11.18594,452.6,452.6,1.9140931,0.88
61679,917,2274,45.530919,45.530234,11.191695,11.186237,440.9,440.9,1.9951797,0.88
61680,983,2274,45.531945,45.53126,11.199441,11.193983,536.3,536.3,1.9065839,0.89
61681,991,2274,45.532045,45.53136,11.200197,11.194739,538.7,538.7,1.9403627,0.88
61682,1013,2274,45.532334,45.531649,11.202379,11.196921,550.6,550.6,2.0919815,0.85
61683,1020,2274,45.532471,45.531786,11.203411,11.197953,571.3,571.3,2.2675808,0.83
61684,1047,2274,45.533001,45.532316,11.207425,11.201967,653,653,1.893228,0.82
61685,1075,2274,45.533348,45.532663,11.210039,11.204581,660.2,660.2,2.0500836,0.85
61686,1151,2274,45.534069,45.533384,11.215474,11.210016,596.3,596.3,1.8989081,0.81
61687,1167,2274,45.5342,45.533515,11.216463,11.211005,575.1,575.1,2.0487529,0.8
61688,169,2275,45.523617,45.522932,11.136634,11.131176,1010,1010,2.0337623,0.86
61689,243,2275,45.522921,45.522236,11.131331,11.125873,422,422,2.0243649,0.88
61690,254,2275,45.523126,45.522441,11.132876,11.127418,449.6,449.6,1.8379609,0.88
61691,256,2275,45.523148,45.522463,11.133035,11.127577,448.6,448.6,1.8557383,0.87
61692,285,2275,45.523462,45.522777,11.135392,11.129934,437,437,1.8480682,0.93
61693,293,2275,45.52352,45.522835,11.135828,11.13037,423.3,423.3,1.8841504,0.9
61694,297,2275,45.523548,45.522863,11.136037,11.130579,416,416,1.8597897,0.91
61695,299,2275,45.523564,45.522879,11.136157,11.130699,413.1,413.1,1.8255032,0.91
61696,301,2275,45.52358,45.522895,11.136276,11.130818,410.1,410.1,1.8087783,0.91
61697,400,2275,45.525129,45.524444,11.147923,11.142465,549,549,1.7393499,0.96
61698,488,2275,45.525831,45.525146,11.153183,11.147725,421.1,421.1,1.9364085,0.88
61699,492,2275,45.526102,45.525417,11.155234,11.149776,505,505,2.3498011,0.83
61700,536,2275,45.526222,45.525537,11.156113,11.150655,354.4,354.4,1.773063,0.97
61701,550,2275,45.526373,45.525688,11.15725,11.151792,348.9,348.9,1.7569995,0.96
61702,553,2275,45.526408,45.525723,11.157511,11.152053,348.6,348.6,1.7560089,0.97
61703,569,2275,45.526596,45.525911,11.158924,11.153466,348,348,1.8069758,0.98
61704,625,2275,45.527233,45.526548,11.163716,11.158258,338.5,338.5,1.7643368,0.99
61705,686,2275,45.527971,45.527286,11.169265,11.163807,344.7,344.7,1.7868123,0.98
61706,691,2275,45.528031,45.527346,11.169716,11.164258,345,345,1.7849872,0.98
61707,695,2275,45.528079,45.527394,11.17008,11.164622,345.5,345.5,1.7796645,0.98
61708,730,2275,45.528522,45.527837,11.173416,11.167958,356.7,356.7,1.718353,0.97
61709,814,2275,45.529717,45.529032,11.182421,11.176963,434,434,1.9967415,0.93
61710,818,2275,45.529798,45.529113,11.183031,11.177573,446.7,446.7,1.9317234,0.92
61711,830,2275,45.530094,45.529409,11.185264,11.179806,505,505,1.9525562,0.92
61712,910,2275,45.530904,45.530219,11.191364,11.185906,455.7,455.7,1.8826438,0.87
61713,931,2275,45.531054,45.530369,11.19249,11.187032,419.1,419.1,2.0467644,0.87
61714,951,2275,45.531379,45.530694,11.194944,11.189486,453.2,453.2,1.9271439,0.85
61715,986,2275,45.532013,45.531328,11.199733,11.194275,538,538,1.9270446,0.88
61716,998,2275,45.532154,45.531469,11.2008,11.195342,538.3,538.3,1.8901138,0.89
61717,1034,2275,45.532795,45.53211,11.205644,11.200186,621.6,621.6,2.2692741,0.84
61718,1054,2275,45.53313,45.532445,11.208178,11.20272,660.2,660.2,1.9915521,0.88
61719,1083,2275,45.533456,45.532771,11.210633,11.205175,654.9,654.9,2.0291483,0.83
61720,1107,2275,45.533684,45.532999,11.212354,11.206896,635,635,2.0392783,0.84
61721,1129,2275,45.533902,45.533217,11.213998,11.20854,620.1,620.1,2.1389371,0.82
61722,1140,2275,45.534008,45.533323,11.214796,11.209338,611.4,611.4,2.1186032,0.81
61723,1143,2275,45.534034,45.533349,11.214989,11.209531,607.8,607.8,2.0403975,0.81
61724,1157,2275,45.534146,45.533461,11.215829,11.210371,588,588,1.9561222,0.82
61725,1187,2275,45.53438,45.533695,11.217594,11.212136,543.7,543.7,2.0109168,0.84
61726,205,2276,45.52234,45.521655,11.126748,11.12129,364,364,2.0397468,0.84
61727,215,2276,45.522501,45.521816,11.127958,11.1225,379.5,379.5,1.9368449,0.89
61728,226,2276,45.522636,45.521951,11.128969,11.123511,380.9,380.9,1.8318013,0.88
61729,246,2276,45.523016,45.522331,11.131822,11.126364,433.3,433.3,2.0096015,0.88
61730,262,2276,45.523229,45.522544,11.133425,11.127967,441.8,441.8,1.8760915,0.89
61731,289,2276,45.523527,45.522842,11.135663,11.130205,433.2,433.2,1.796994,0.92
61732,298,2276,45.523585,45.5229,11.13609,11.130632,414.5,414.5,1.8448,0.9
61733,306,2276,45.523611,45.522926,11.136285,11.130827,388.9,388.9,1.7653374,0.93
61734,330,2276,45.524088,45.523403,11.139872,11.134414,460.2,460.2,1.8551256,0.93
61735,339,2276,45.524252,45.523567,11.14111,11.135652,481.6,481.6,1.8978116,0.92
61736,352,2276,45.524463,45.523778,11.142694,11.137236,502.5,502.5,1.826852,0.93
61737,403,2276,45.525186,45.524501,11.148136,11.142678,546.7,546.7,1.7175692,0.96
61738,408,2276,45.525233,45.524548,11.148482,11.143024,541.7,541.7,1.7262763,0.94
61739,422,2276,45.525321,45.524636,11.14914,11.143682,512.5,512.5,1.7323973,0.96
61740,474,2276,45.525777,45.525092,11.152562,11.147104,452.5,452.5,1.7775935,0.91
61741,513,2276,45.526045,45.52536,11.154567,11.149109,379.7,379.7,1.7158755,0.95
61742,533,2276,45.526223,45.525538,11.155905,11.150447,357.6,357.6,1.7682018,0.97
61743,562,2276,45.526541,45.525856,11.15829,11.152832,347.9,347.9,1.801246,0.97
61744,583,2276,45.526786,45.526101,11.160136,11.154678,346.7,346.7,1.8017425,0.97
