ID,SVET,LVET,LAT,LAT2,LON,LON2,HEIGHT,HEIGHT WRT DEM,SIGMA HEIGHT,COHER,geometry,HEIGHT_RELATIVE,tinitaly_height,copernicus_height,HEIGHT_ABSOLUTE_TIN,diff_tinitaly,HEIGHT_ABSOLUTE_COP,diff_copernicus,outlier_score
36,993,540,45.481829,45.481144,11.2053,11.199842,114.6,114.6,1.9438556,0.92,POINT (671923.324633615 5038755.526641614),114.6,124.97255,126.111565,118.54141998291014,-6.4311294555664205,119.30267944335938,-6.808885192871088,0.04919401194648887
37,1068,540,45.483074,45.482389,11.214697,11.209239,253.0,253.0,2.0501004,0.89,POINT (672653.914147586 5038913.998207351),253.0,261.8953,258.7534,256.94141998291013,-4.9538742065429915,257.7026794433594,-1.0507080078124886,0.03580184998125613
38,1086,540,45.483323,45.482638,11.216579,11.211121,267.6,267.6,2.1402689,0.9,POINT (672800.2313337428 5038945.708435083),267.6,272.9079,268.6961,271.54141998291016,-1.3664779663085938,272.3026794433594,3.606573486328159,0.040110417159448075
39,1109,540,45.483649,45.482964,11.219038,11.21358,289.1,289.1,2.2187846,0.92,POINT (672991.4037369669 5038987.219116674),289.1,296.0295,295.95468,293.04141998291016,-2.9880905151367188,293.8026794433594,-2.152001953124966,0.03678435167629218
40,1115,540,45.483748,45.483063,11.219782,11.214324,299.9,299.9,2.242677,0.89,POINT (673049.2436880118 5038999.820358408),299.9,311.68134,314.22638,303.8414199829101,-7.839915466308639,304.60267944335936,-9.623699951171886,0.014460704980641115
49,284,541,45.473429,45.472744,11.14196,11.136502,101.7,101.7,1.8684245,0.84,POINT (666997.9981917716 5037688.696272234),101.7,99.82666,100.5859,105.64141998291015,5.814759826660151,106.40267944335939,5.8167800903320455,0.00587486001759685
51,304,541,45.473669,45.472984,11.14376,11.138302,102.2,102.2,1.9812434,0.89,POINT (667137.9830420078 5037719.102703709),102.2,101.33526,101.89667,106.14141998291015,4.806161499023432,106.90267944335939,5.006011962890639,0.010574636282174588
52,330,541,45.474024,45.473339,11.146423,11.140965,119.0,119.0,1.9975441,0.88,POINT (667345.0808447001 5037764.085710922),119.0,119.45311,118.64821,122.94141998291015,3.4883102416992102,123.70267944335939,5.054470825195324,0.015459524279985648
54,353,541,45.474326,45.473641,11.148695,11.143237,129.7,129.7,1.8101867,0.9,POINT (667521.7716410155 5037802.3720929995),129.7,131.70276,130.26839,133.64141998291012,1.9386611938476221,134.40267944335938,4.1342926025390625,0.012848775677367197
55,381,541,45.474775,45.47409,11.152069,11.146611,172.8,172.8,1.8837549,0.92,POINT (667784.1586317847 5037859.295694028),172.8,175.34311,174.65987,176.74141998291014,1.3983108520507699,177.5026794433594,2.8428131103515852,0.008975611245023885
57,474,541,45.476165,45.47548,11.162508,11.15705,279.0,279.0,1.7194448,0.95,POINT (668595.9427323694 5038035.575416373),279.0,279.43146,279.4825,282.94141998291013,3.5099624633788835,283.7026794433594,4.220166015625011,0.028499192742494572
58,488,541,45.476316,45.475631,11.163642,11.158184,273.3,273.3,1.7370526,0.95,POINT (668684.1252894059 5038054.731575034),273.3,275.45013,276.2712,277.24141998291014,1.7912857055663949,278.0026794433594,1.7314697265625227,0.02724790726901738
59,521,541,45.476608,45.475923,11.165834,11.160376,236.3,236.3,1.6912492,0.94,POINT (668854.5787528474 5038091.7769319555),236.3,235.29742,235.69414,240.24141998291014,4.943995666503895,241.0026794433594,5.30854187011721,0.015913697841643648
60,567,541,45.477029,45.476344,11.16899,11.163532,189.7,189.7,1.812212,0.98,POINT (669099.9895401445 5038145.187226168),189.7,193.95744,193.8222,193.64141998291012,-0.31602325439456536,194.40267944335938,0.580474853515625,0.028477687373365312
61,585,541,45.477236,45.476551,11.170542,11.165084,187.2,187.2,1.8453101,0.96,POINT (669220.6719111274 5038171.452402551),187.2,188.50882,189.5056,191.14141998291012,2.632600402831997,191.90267944335938,2.3970794677734375,0.02458468801282676
62,734,541,45.479016,45.478331,11.183918,11.17846,193.7,193.7,1.7415277,0.96,POINT (670260.7549019444 5038397.468587921),193.7,197.22617,198.80766,197.64141998291012,0.41525421142574714,198.40267944335938,-0.4049835205078125,0.05509630816490724
63,762,541,45.479348,45.478663,11.186418,11.18096,194.4,194.4,1.8040942,0.96,POINT (670455.1431244377 5038439.65462786),194.4,198.80452,199.25572,198.34141998291017,-0.4630996704101449,199.1026794433594,-0.15304260253904545,0.058818712408426066
64,819,541,45.480007,45.479322,11.191376,11.185918,189.4,189.4,1.8086947,0.95,POINT (670840.6452702782 5038523.400157707),189.4,196.06087,198.07304,193.34141998291017,-2.719447326660145,194.1026794433594,-3.9703643798827954,0.0716302014272267
65,822,541,45.480041,45.479356,11.19163,11.186172,188.8,188.8,1.8183726,0.96,POINT (670860.3937061805 5038527.717688991),188.8,195.84868,197.07916,192.74141998291014,-3.1072586059570426,193.5026794433594,-3.5764831542968523,0.06992139877659731
66,887,541,45.480953,45.480268,11.198501,11.193043,244.2,244.2,1.7732682,0.94,POINT (671394.6265852198 5038643.675953822),244.2,251.4593,252.20177,248.14141998291012,-3.3178848266601904,248.90267944335938,-3.2990875244140625,0.06986646905993327
67,898,541,45.481046,45.480361,11.199202,11.193744,230.5,230.5,1.8550727,0.92,POINT (671449.1297800471 5038655.50395204),230.5,236.87602,238.13902,234.44141998291013,-2.434602355957054,235.2026794433594,-2.936343383789051,0.06756780807134155
68,905,541,45.481108,45.480423,11.199667,11.194209,222.8,222.8,1.8825247,0.92,POINT (671485.282785539 5038663.384568262),222.8,229.17339,229.29587,226.74141998291014,-2.4319656372070426,227.5026794433594,-1.7931884765624773,0.06517452873742324
69,917,541,45.481195,45.48051,11.20032,11.194862,202.3,202.3,1.8733827,0.91,POINT (671536.0525570062 5038674.444275257),202.3,212.56598,213.84044,206.24141998291014,-6.324559020996105,207.0026794433594,-6.83775939941404,0.05712834735295502
70,943,541,45.481383,45.480698,11.201727,11.196269,157.6,157.6,1.8876463,0.89,POINT (671645.4425098561 5038698.336110351),157.6,167.83014,166.46552,161.54141998291016,-6.288719177246094,162.30267944335938,-4.162835693359369,0.05497014896800895
71,965,541,45.481555,45.48087,11.203014,11.197556,124.6,124.6,1.8011547,0.91,POINT (671745.5020810118 5038720.19574077),124.6,135.17047,133.93192,128.54141998291016,-6.629051208496094,129.30267944335938,-4.629235839843744,0.054150162077484576
72,973,541,45.481635,45.48095,11.203621,11.198163,119.5,119.5,1.8215329,0.91,POINT (671792.6973219683 5038730.3815172855),119.5,127.09313,127.385475,123.44141998291015,-3.651712036132821,124.20267944335939,-3.18279571533202,0.05701120545238475
73,997,541,45.481902,45.481217,11.20563,11.200172,113.8,113.8,1.9396023,0.92,POINT (671948.8926246688 5038764.343043333),113.8,124.912674,123.31842,117.74141998291014,-7.171253967285168,118.50267944335938,-4.8157409667968665,0.038574180526529445
74,1000,541,45.481936,45.481251,11.205888,11.20043,113.4,113.4,1.9330544,0.92,POINT (671968.9523241085 5038768.672665324),113.4,124.89124,122.78116,117.34141998291015,-7.549822998046878,118.10267944335939,-4.678479003906233,0.03658461821789294
75,1022,541,45.48239,45.481705,11.209314,11.203856,187.5,187.5,2.1554302,0.87,POINT (672235.316501969 5038826.451194634),187.5,201.4811,199.12173,191.44141998291013,-10.039674377441429,192.2026794433594,-6.919055175781239,0.028516664029787364
77,1032,541,45.482599,45.481914,11.210892,11.205434,222.2,222.2,1.9741218,0.91,POINT (672358.0015102569 5038853.05531005),222.2,229.35881,228.81303,226.14141998291012,-3.2173904418945654,226.90267944335938,-1.9103546142578125,0.05402858377935754
78,1065,541,45.48307,45.482385,11.214448,11.20899,254.2,254.2,2.0607084,0.89,POINT (672634.4669583818 5038913.018580697),254.2,264.29617,261.51047,258.1414199829101,-6.154753112793003,258.9026794433594,-2.6077880859375,0.03234052001981513
79,1070,541,45.483126,45.482441,11.214871,11.209413,253.3,253.3,2.0575103,0.89,POINT (672667.3533695424 5038920.149233653),253.3,259.0605,259.0937,257.24141998291014,-1.8190658569336051,258.0026794433594,-1.0910095214843523,0.03597337999618366
80,1080,541,45.483266,45.482581,11.215921,11.210463,261.6,261.6,2.1495327,0.9,POINT (672748.982984223 5038937.960496775),261.6,271.6458,267.0336,265.54141998291016,-6.104393005371094,266.3026794433594,-0.7309204101562159,0.037291182791152455
81,1083,541,45.48331,45.482625,11.216255,11.210797,265.1,265.1,2.1419307,0.9,POINT (672774.950521177 5038943.5671489565),265.1,272.768,266.76553,269.04141998291016,-3.7265853881835938,269.8026794433594,3.037145996093784,0.0411072666806267
90,305,542,45.473709,45.473024,11.143844,11.138386,102.4,102.4,1.9494234,0.89,POINT (667144.430467254 5037723.721294692),102.4,102.09003,102.323944,106.34141998291015,4.251393127441403,107.10267944335939,4.778735351562517,0.013555939072021461
91,334,542,45.474103,45.473418,11.146801,11.141343,120.4,120.4,1.9879685,0.89,POINT (667374.3924394128 5037773.649770918),120.4,120.84698,120.89225,124.34141998291015,3.4944427490234347,125.10267944335939,4.210429382324236,0.0123500316300309
94,436,542,45.475836,45.475151,11.159827,11.154369,314.3,314.3,1.7602145,0.95,POINT (668387.376444544 5037993.401439552),314.3,316.20877,314.99918,318.24141998291014,2.03264923095702,319.0026794433594,4.003503417968773,0.030572553576849182
95,445,542,45.475925,45.47524,11.160489,11.155031,307.3,307.3,1.7596353,0.94,POINT (668438.8533064423 5038004.6768719265),307.3,305.77405,304.9889,311.24141998291014,5.467372131347645,312.0026794433594,7.013787841796898,0.022247696046378995
96,475,542,45.476204,45.475519,11.162586,11.157128,278.8,278.8,1.717264,0.95,POINT (668601.9228475034 5038040.071852565),278.8,279.43146,279.4825,282.74141998291014,3.309962463378895,283.5026794433594,4.020166015625023,0.03021507054427397
97,513,542,45.476567,45.475882,11.165304,11.159846,245.7,245.7,1.7223707,0.95,POINT (668813.2768314248 5038086.108035746),245.7,247.58632,249.08893,249.64141998291012,2.0551010131835596,250.40267944335938,1.313751220703125,0.02401787582693915
98,518,542,45.476613,45.475928,11.165648,11.16019,240.7,240.7,1.7251624,0.95,POINT (668840.0261958832 5038091.94143238),240.7,238.54524,239.09706,244.64141998291012,6.09617767333981,245.40267944335938,6.3056182861328125,0.011721713844198622
99,574,542,45.477145,45.47646,11.169638,11.16418,191.3,191.3,1.7589501,0.97,POINT (669150.289132587 5038159.438660898),191.3,192.56265,191.35912,195.24141998291014,2.67876739501952,196.0026794433594,4.64356384277346,0.023921105065380255
100,591,542,45.477342,45.476657,11.171116,11.165658,189.6,189.6,1.8442938,0.97,POINT (669265.2173123455 5038184.437922822),189.6,196.96889,197.37155,193.54141998291016,-3.4274673461914062,194.30267944335938,-3.0688720703124943,0.021996318873851783
101,627,542,45.477781,45.477096,11.17442,11.168962,194.6,194.6,1.6083089,0.96,POINT (669522.135116471 5038240.176509988),194.6,197.92265,198.57195,198.54141998291016,0.6187667846679688,199.30267944335938,0.7307342529296932,0.04319373775863289
102,631,542,45.477826,45.477141,11.174753,11.169295,193.5,193.5,1.6569763,0.97,POINT (669548.0265841994 5038245.878646499),193.5,198.04584,198.28659,197.44141998291013,-0.6044174194336165,198.2026794433594,-0.08391113281248863,0.043939594044616004
103,676,542,45.478361,45.477676,11.178775,11.173317,194.5,194.5,1.7653909,0.97,POINT (669860.7680518372 5038313.812213784),194.5,198.87778,198.91785,198.44141998291013,-0.4363571166992415,199.2026794433594,0.28483276367188637,0.05224289406643462
104,791,542,45.479709,45.479024,11.188914,11.183456,190.9,190.9,1.7753877,0.96,POINT (670649.1288363459 5038485.060024204),190.9,199.01971,197.00824,194.84141998291017,-4.178294372558582,195.6026794433594,-1.405560302734358,0.06706332374342328
105,840,542,45.480297,45.479612,11.193336,11.187878,194.7,194.7,1.8048353,0.96,POINT (670992.9505152903 5038559.788602177),194.7,198.85185,197.82333,198.64141998291012,-0.21043243408206536,199.40267944335938,1.579345703125,0.07697690362147114
106,847,542,45.480409,45.479724,11.194177,11.188719,205.7,205.7,1.8112183,0.95,POINT (671058.3390550688 5038574.022038089),205.7,214.18892,213.75932,209.64141998291012,-4.54749908447269,210.40267944335938,-3.3566436767578125,0.06852073007590687
107,865,542,45.480722,45.480037,11.196539,11.191081,243.9,243.9,1.7907235,0.94,POINT (671241.9900960191 5038613.828016607),243.9,254.43074,254.34209,247.84141998291017,-6.589320373535145,248.6026794433594,-5.7394073486327954,0.05473643548544199
108,886,542,45.480972,45.480287,11.198425,11.192967,245.2,245.2,1.7620077,0.94,POINT (671388.6293097087 5038645.624591657),245.2,251.4593,252.20177,249.14141998291012,-2.3178848266601904,249.90267944335938,-2.2990875244140625,0.06958008477339439
109,901,542,45.481105,45.48042,11.199419,11.193961,228.5,228.5,1.8592894,0.92,POINT (671465.9099500803 5038662.521816471),228.5,235.36696,235.22818,232.44141998291013,-2.925538635253929,233.2026794433594,-2.0255004882812386,0.06780885681837628
110,903,542,45.481123,45.480438,11.199557,11.194099,226.6,226.6,1.8647135,0.92,POINT (671476.6404345634 5038664.81614901),226.6,229.17339,229.29587,230.54141998291016,1.3680343627929688,231.30267944335938,2.0068115234375057,0.05791965457475878
111,907,542,45.481147,45.480462,11.199736,11.194278,217.8,217.8,1.8830964,0.92,POINT (671490.5569718189 5038667.86461226),217.8,226.09631,226.89548,221.74141998291014,-4.354893493652355,222.5026794433594,-4.392797851562477,0.06306195939698439
112,920,542,45.481247,45.480562,11.200485,11.195027,197.7,197.7,1.8911921,0.92,POINT (671548.789898889 5038680.573641914),197.7,205.88115,205.66933,201.64141998291012,-4.239729309082065,202.40267944335938,-3.2666473388671875,0.06802273387299795
113,922,542,45.481261,45.480576,11.200591,11.195133,194.2,194.2,1.9110583,0.92,POINT (671557.0315862057 5038682.355384663),194.2,201.37839,201.19716,198.14141998291012,-3.236967468261753,198.90267944335938,-2.2944793701171875,0.06847263835634909
114,948,542,45.481444,45.480759,11.201966,11.196508,147.8,147.8,1.7737576,0.91,POINT (671663.935649825 5038705.623719799),147.8,159.46266,158.71913,151.74141998291014,-7.721241760253918,152.5026794433594,-6.216452026367165,0.04314321440460861
115,952,542,45.481473,45.480788,11.20218,11.196722,140.8,140.8,1.8427809,0.92,POINT (671680.5721709764 5038709.302892503),140.8,150.34106,150.24829,144.74141998291014,-5.599644470214855,145.5026794433594,-4.745611572265602,0.059309038115794854
116,957,542,45.481517,45.480832,11.202514,11.197056,135.4,135.4,1.9078657,0.92,POINT (671706.5413822157 5038714.905074683),135.4,142.03828,141.32208,139.34141998291017,-2.696864318847645,140.1026794433594,-1.219403076171858,0.06634326183263983
117,981,542,45.481756,45.481071,11.204311,11.198853,119.0,119.0,1.9594834,0.92,POINT (671846.2543545243 5038745.3001483),119.0,125.66324,125.911606,122.94141998291015,-2.7218185424804773,123.70267944335939,-2.208926391601551,0.05611810135676926
118,1034,542,45.482661,45.481976,11.211142,11.205684,226.2,226.2,1.9700313,0.9,POINT (672377.350076115 5038860.479757182),226.2,233.29031,232.09886,230.14141998291012,-3.148893737793003,230.90267944335938,-1.1961822509765625,0.05746333930994879
119,1037,542,45.482706,45.482021,11.211479,11.206021,229.8,229.8,2.000259,0.91,POINT (672403.5495875736 5038866.202389886),229.8,235.95567,234.53642,233.74141998291014,-2.2142532348632926,234.5026794433594,-0.03374328613278976,0.05654576875876588
120,1059,542,45.483033,45.482348,11.213949,11.208491,256.2,256.2,2.0330077,0.89,POINT (672595.5830132066 5038907.835591206),256.2,266.57236,265.83795,260.1414199829101,-6.430937194824253,260.9026794433594,-4.935272216796875,0.0347976001447724
121,1062,542,45.483068,45.482383,11.214206,11.208748,255.8,255.8,2.0482719,0.89,POINT (672615.5607076747 5038912.276249871),255.8,265.82227,263.93076,259.74141998291014,-6.080845642089855,260.5026794433594,-3.4280761718749773,0.03286039259233764
122,1064,542,45.483089,45.482404,11.214366,11.208908,254.9,254.9,2.0622294,0.89,POINT (672628.0005836559 5038914.953142316),254.9,264.29617,261.51047,258.84141998291017,-5.454753112792957,259.6026794433594,-1.9077880859374545,0.03607585391011192
123,1071,542,45.483167,45.482482,11.214956,11.209498,253.5,253.5,2.0711667,0.9,POINT (672673.8708263687 5038924.886889892),253.5,259.0605,259.0937,257.44141998291013,-1.6190658569336165,258.2026794433594,-0.8910095214843636,0.035798391548209074
124,1105,542,45.483644,45.482959,11.218553,11.213095,283.3,283.3,2.15256,0.9,POINT (672953.5165614395 5038985.619099665),283.3,286.5737,291.38495,287.24141998291014,0.6677200317382699,288.0026794433594,-3.3822692871093523,0.027234978608258298
125,1111,542,45.483741,45.483056,11.219283,11.213825,293.3,293.3,2.2148373,0.91,POINT (673010.2686186442 5038997.96764066),293.3,302.54306,300.7698,297.24141998291014,-5.30164031982423,298.0026794433594,-2.7671264648437273,0.03385762395673109
129,300,543,45.473676,45.472991,11.143376,11.137918,101.7,101.7,1.9621139,0.87,POINT (667107.9476280349 5037719.081484995),101.7,101.490456,101.17429,105.64141998291015,4.150964355468744,106.40267944335939,5.228385925292983,0.014981400090332553
131,425,543,45.475739,45.475054,11.158878,11.15342,316.2,316.2,1.8386117,0.95,POINT (668313.4911995636 5037980.636267581),316.2,323.2819,321.54584,320.1414199829101,-3.140470886230503,320.9026794433594,-0.643157958984375,0.020003542615119274
132,441,543,45.475913,45.475228,11.160185,11.154727,310.3,310.3,1.7511527,0.94,POINT (668415.1283699477 5038002.706311267),310.3,310.72546,309.7248,314.24141998291014,3.515956115722645,315.0026794433594,5.277886962890648,0.029253086911479764
133,479,543,45.476276,45.475591,11.162904,11.157446,277.3,277.3,1.7095682,0.95,POINT (668626.5628257546 5038048.738238029),277.3,278.7682,279.07993,281.24141998291014,2.473231506347645,282.0026794433594,2.9227539062500227,0.02973498979194411
134,502,543,45.476505,45.47582,11.16462,11.159162,260.7,260.7,1.7584835,0.96,POINT (668760.0010204569 5038077.782854233),260.7,261.51022,263.55408,264.6414199829101,3.131196594238247,265.4026794433594,1.848602294921875,0.023748926230980683
135,560,543,45.477002,45.476317,11.168345,11.162887,189.4,189.4,1.812588,0.97,POINT (669049.6579770483 5038140.830005868),189.4,193.96237,192.51994,193.34141998291017,-0.6209518432617074,194.1026794433594,1.5827362060547046,0.032513271705357116
136,562,543,45.477025,45.47634,11.168521,11.163063,189.3,189.3,1.8207019,0.97,POINT (669063.3450980741 5038143.7556181215),189.3,193.97343,192.71092,193.24141998291014,-0.7320144653320426,194.0026794433594,1.2917572021484602,0.032513271705357116
137,564,543,45.47705,45.476365,11.168702,11.163244,189.4,189.4,1.8214836,0.98,POINT (669077.4170171063 5038146.913975899),189.4,194.25336,193.32175,193.34141998291017,-0.9119369506835824,194.1026794433594,0.780932617187517,0.02765663569333998
138,570,543,45.477124,45.476439,11.169264,11.163806,190.8,190.8,1.7850948,0.97,POINT (669121.1207032925 5038156.31814874),190.8,195.93849,196.09772,194.74141998291014,-1.1970718383789176,195.5026794433594,-0.5950378417968523,0.028707125386116417
139,595,543,45.477422,45.476737,11.171496,11.166038,191.2,191.2,1.8194174,0.97,POINT (669294.6777697532 5038194.126384845),191.2,198.75589,198.64,195.14141998291012,-3.614469909668003,195.90267944335938,-2.7373199462890625,0.021299535320306817
140,598,543,45.477463,45.476778,11.171806,11.166348,193.3,193.3,1.7580439,0.97,POINT (669318.7839367477 5038199.334708716),193.3,198.72516,197.95459,197.24141998291014,-1.4837387084961051,198.0026794433594,0.04808959960939774,0.02892276782186709
141,629,543,45.477831,45.477146,11.174577,11.169119,193.9,193.9,1.6423915,0.97,POINT (669534.255855548 5038246.0626377715),193.9,198.17714,198.39783,197.84141998291017,-0.3357192993163949,198.6026794433594,0.20485229492189205,0.04021621278348525
142,708,543,45.478765,45.47808,11.18159,11.176132,193.5,193.5,1.6929753,0.97,POINT (670079.5634639277 5038364.651553191),193.5,198.43436,199.3462,197.44141998291013,-0.9929367065429915,198.2026794433594,-1.1435272216796761,0.05732439648994353
143,721,543,45.478913,45.478228,11.182708,11.17725,191.7,191.7,1.6456241,0.97,POINT (670166.4964501078 5038383.461603735),191.7,196.48315,197.12242,195.64141998291012,-0.8417343139648779,196.40267944335938,-0.7197418212890625,0.05726710174957439
144,766,543,45.479453,45.478768,11.186768,11.18131,194.9,194.9,1.7683381,0.96,POINT (670482.1807323354 5038452.06246393),194.9,198.81633,199.17111,198.84141998291017,0.02509002685548012,199.6026794433594,0.43156738281251705,0.06491960786902606
145,789,543,45.479715,45.47903,11.18874,11.183282,191.5,191.5,1.7890008,0.96,POINT (670635.5117600565 5038485.356932785),191.5,199.6495,197.89267,195.44141998291013,-4.2080856323242415,196.2026794433594,-1.6899902343749886,0.06706332374342328
146,792,543,45.479749,45.479064,11.188991,11.183533,190.7,190.7,1.770456,0.96,POINT (670655.0259591797 5038489.667437978),190.7,199.1369,197.14983,194.64141998291012,-4.495481872558628,195.40267944335938,-1.7471466064453125,0.062336842913708224
147,818,543,45.480052,45.479367,11.191274,11.185816,189.6,189.6,1.7942896,0.95,POINT (670832.5374596178 5038528.182504667),189.6,196.45369,197.4726,193.54141998291016,-2.9122695922851562,194.30267944335938,-3.1699157714843693,0.07057105081544357
148,839,543,45.480309,45.479624,11.193202,11.187744,192.8,192.8,1.8074414,0.95,POINT (670982.4415522811 5038560.8364840215),192.8,198.29802,196.8405,196.74141998291014,-1.5565994262695426,197.5026794433594,0.6621795654297102,0.0782856061984823
149,845,543,45.480404,45.479719,11.19392,11.188462,202.1,202.1,1.8125987,0.95,POINT (671038.2686239849 5038572.919256084),202.1,210.0673,209.12352,206.04141998291016,-4.025886535644531,206.80267944335938,-2.320840454101557,0.07318557922369578
150,857,543,45.480618,45.479933,11.195538,11.19008,229.7,229.7,1.8507928,0.93,POINT (671164.0734683052 5038600.140430474),229.7,235.68709,234.7977,233.64141998291012,-2.0456680297851904,234.40267944335938,-0.39501953125,0.07629360689170606
